make_standardized,model_standardized,ev_category
SKODA,ELROQ,EV
SKODA,ELROY,EV
SKODA,ENAQ,EV
SKODA,ENYAQ,EV
SKODA,SILVER,EV
SMART,3 BRAB,EV
SMART,3 PREM,EV
SUBARU,HEV FO,EV
TESLA,M3 LRR,EV
TOYOTA,2025,EV
TOYOTA,4RUNER,EV
TOYOTA,ALPHAR,EV
TOYOTA,BZ4X A,EV
TOYOTA,CHR SP,EV
TOYOTA,CROLLA,EV
TOYOTA,GTS GR,EV
TOYOTA,HIAVE,EV
TOYOTA,HIILUX,EV
TOYOTA,LC GXL,EV
TOYOTA,MY26 T,EV
TOYOTA,PRA,EV
TOYOTA,RAV4 2,EV
TOYOTA,SAHARA,EV
TOYOTA,XUV700,EV
TOYOTA,YARISS,EV
TOYOTA,YAXH,EV
TOYOTA,YEAIS,EV
VOLVO,EX30 C,EV
VOLVO,EX40,EV
VOLVO,EX90,EV
VOLVO,FL,EV
VOLVO,FM430,EV
XPENG,G6,EV
ZEEKR,009,EV
ZEEKR,7X,EV
ZEEKR,7Z,EV
MAZDA,2025,EV
JAECOO,7 SUMM,EV
TOYOTA,8FD35N,EV
TOYOTA,ASCENT,EV
FIAT,B 6942,EV
MAZDA,BT50 H,EV
TOYOTA,BZ4X E,EV
TOYOTA,BZX4 T,EV
MAZDA,CX5 SP,EV
MAZDA,CX60 T,EV
MAZDA,CX60 V,EV
MAZDA,CX80 A,EV
MAZDA,CX80 P,EV
MAZDA,CX80 T,EV
LDV,DEL 7,EV
KIA,EV3 EA,EV
KIA,EV4,EV
KIA,EV5 EA,EV
GEELY,EX INS,EV
GEELY,EX5 CO,EV
FORD,EXPLOR,EV
VOLVO,FE8,EV
SUBARU,FO,EV
JEEP,GLADIT,EV
TOYOTA,HIKUX,EV
TOYOTA,HILUS,EV
JAECOO,J5 SUM,EV
CHERY,J7,EV
JAECOO,J7 SHS,EV
CHERY,J8,EV
JAECOO,J8 TRA,EV
CHERY,JAECOO,EV
KIA,K4 S,EV
KIA,K4 SPO,EV
SKODA,KARQ,EV
VOLVO,L70H2,EV
MAZDA,MA,EV
LDV,MAXPLU,EV
JAECOO,MY25 O,EV
TOYOTA,RA4 GX,EV
FIAT,RENTAL,EV
LEXUS,RX AL3,EV
LEXUS,RZ,EV
KIA,SOENTO,EV
KIA,SORENO,EV
KIA,SPROTA,EV
LDV,SV9A 2,EV
LDV,SV9A 4,EV
CHERY,T34,EV
CHERY,T4 ULT,EV
LDV,T60 PL,EV
CHERY,T7 CSH,EV
CHERY,T8 CSH,EV
CHERY,TIGG0,EV
CHERY,TIGOG,EV
KGM,TORRES,EV
SUBARU,WRX SE,EV
ZEEKR,X AWD,EV
TOYOTA,7FBE20,EV
TOYOTA,ALPHA,EV
NISSAN,AURA,EV
FIAT,CASUAR,EV
MAZDA,CX30 E,EV
MAZDA,CX5 TU,EV
MAZDA,CX80 D,EV
DENZA,D9,EV
VOLVO,EC140D,EV
VOLVO,ES90,EV
TOYOTA,FORUTU,EV
TOYOTA,GR86GT,EV
KIA,GREY,EV
LEXUS,GX,EV
TOYOTA,HILIX,EV
JAECOO,J5 EV,EV
JAECOO,J5BEVE,EV
LEXUS,LX700H,EV
MAZDA,P52104,EV
TOYOTA,PRAD,EV
FORD,RAMGER,EV
FIAT,SCUDO,EV
KIA,SEALIO,EV
AUDI,SQ5 TF,EV
CHERY,T4 URB,EV
CHERY,T9 CSH,EV
CHERY,TI41,EV
TOYOTA,YRAIS,EV
CHERY,2024,EV
MAZDA,C90,EV
LDV,DILVER,EV
JEEP,GRD CH,EV
SMART,HC BRA,EV
SMART,HC PRE,EV
CHERY,OMEDA,EV
FORD,RA,EV
ZEEKR,X RWD,EV
VOLVO,009,EV
JAECOO,7,EV
LDV,92EEE4,EV
TOYOTA,A25AS5,EV
FIAT,B 6832,EV
KIA,CARNIA,EV
KIA,CARNVI,EV
GEELY,COMPLE,EV
MINI,COPPER,EV
KIA,CRANIV,EV
MAZDA,CX80 G,EV
LDV,D90 MY,EV
KIA,EV 5,EV
KIA,EV 5 E,EV
GEELY,EX4,EV
KIA,G4FTSH,EV
FORD,H6 ULT,EV
TOYOTA,HLUX X,EV
SMART,HX PRE,EV
KIA,I30,EV
MINI,JCW E,EV
KIA,K4 CL4,EV
TOYOTA,KLUGBE,EV
SKODA,KOODIA,EV
TOYOTA,LC SAH,EV
TOYOTA,LC30O,EV
TOYOTA,LC3200,EV
TOYOTA,LMIL79,EV
MINI,MINI C,EV
MAZDA,PY3157,EV
TOYOTA,RACV4,EV
KIA,SELT,EV
KIA,SP,EV
KIA,SPORTR,EV
CHERY,TGGO 4,EV
CHERY,TIGO 4,EV
CHERY,TIGO4,EV
FORD,TR5452,EV
TOYOTA,VELLFI,EV
KIA,VENUE,EV
SUBARU,WRX RS,EV
TOYOTA,328,EV
FIAT,500E L,EV
FIAT,B6732,EV
MAZDA,BR50,EV
MAZDA,BT50 S,EV
LDV,DELVIE,EV
KIA,EV6 RW,EV
VOLVO,L120H,EV
TOYOTA,LC79 W,EV
NISSAN,QUON,EV
LEXUS,UX,EV
LDV,V80 CA,EV
SKODA,WHITE,EV
VOLVO,XC60 P,EV
NISSAN,Z34,EV
TOYOTA,2ZR3A0,EV
TOYOTA,ACOROL,EV
KIA,BDH CE,EV
KIA,CARNI,EV
KIA,CERAAT,EV
KIA,CERTAO,EV
TOYOTA,CHRH K,EV
FORD,DD2SRX,EV
LDV,EDEL7,EV
VOLVO,FM 6X4,EV
SUBARU,FOESTE,EV
LDV,G10+,EV
TOYOTA,HILLUX,EV
TOYOTA,M15AY9,EV
TOYOTA,M20A08,EV
KIA,MU X,EV
NISSAN,NISMO,EV
LEXUS,NX,EV
SUBARU,OITBAC,EV
MAZDA,PY 223,EV
TOYOTA,RAV GL,EV
AUDI,S6,EV
VOLVO,S60 RE,EV
TOYOTA,WAGON,EV
NISSAN,X TRA,EV
FORD,XL DC,EV
FORD,XLT CA,EV
NISSAN,XTRA,EV
TOYOTA,YAROS,EV
AUDI,,EV
AUDI,RS6 AV,EV
CHERY,OMONDA,EV
FIAT,B7452,EV
FIAT,V6414,EV
FORD,2024,EV
FORD,F450,EV
FORD,MUSTA,EV
FORD,RANGEE,EV
FORD,RAPTPR,EV
FORD,SPORT,EV
FORD,TR TRA,EV
FORD,TRANST,EV
FORD,YNWSRR,EV
KIA,CARBIV,EV
KIA,EV6GT,EV
KIA,EVERES,EV
KIA,PE SOR,EV
KIA,SELOTS,EV
KIA,SORNTO,EV
KIA,SPORGA,EV
KIA,SPOTRA,EV
KIA,SPPORT,EV
KIA,SWIFT,EV
LEXUS,M15AZ0,EV
MAZDA,4JJ3EL,EV
MAZDA,CX5G35,EV
MAZDA,CX60 E,EV
NISSAN,NA,EV
NISSAN,XTEPWR,EV
SKODA,KAODIA,EV
SKODA,KAROOQ,EV
SUBARU,CROSTR,EV
TOYOTA,2024,EV
TOYOTA,300 GX,EV
TOYOTA,328FG,EV
TOYOTA,A25AV7,EV
TOYOTA,COASTR,EV
TOYOTA,COMM,EV
TOYOTA,CROWN,EV
TOYOTA,GRS,EV
TOYOTA,HUACE,EV
TOYOTA,LAND79,EV
TOYOTA,LANDC,EV
TOYOTA,LC 90,EV
TOYOTA,XTRAIL,EV
TOYOTA,YARRIS,EV
VOLVO,B0E BZ,EV
VOLVO,B13R,EV
VOLVO,EX30 E,EV
VOLVO,FMX,EV
VOLVO,V60 CC,EV
VOLVO,XC90 R,EV
XPENG,G9,EV
XPENG,P7I,EV
XPENG,X9,EV
AUDI,Q4 E T,EV
AUDI,Q8 60,EV
AUDI,RS7,EV
CHERY,T19C O,EV
CHERY,T35 TI,EV
CHERY,TIGG4,EV
CUPRA,FORMTR,EV
FORD,ALL NE,EV
FORD,EVERSE,EV
FORD,F350 L,EV
FORD,RAN,EV
KIA,CERTO,EV
KIA,G10,EV
KIA,SORETN,EV
LDV,DL7,EV
MAZDA,BT590,EV
MINI,E COUN,EV
NISSAN,NVAVAR,EV
NISSAN,XRAIL,EV
SMART,HC PRO,EV
SMART,SMART1,EV
SMART,SMART3,EV
TESLA,COROLL,EV
TOYOTA,300,EV
TOYOTA,300 GR,EV
TOYOTA,79 WOR,EV
TOYOTA,A25AS4,EV
TOYOTA,BZ 4X,EV
TOYOTA,COR,EV
TOYOTA,CORLLL,EV
TOYOTA,GR8 GT,EV
TOYOTA,GRYARI,EV
TOYOTA,HILYX,EV
TOYOTA,JILUX,EV
TOYOTA,KLYGER,EV
TOYOTA,LAND78,EV
TOYOTA,LANSCR,EV
TOYOTA,PAV4,EV
TOYOTA,RAC4 G,EV
TOYOTA,SEDAN,EV
TOYOTA,YARISG,EV
VOLVO,CT6000,EV
VOLVO,EX30 T,EV
VOLVO,FM 460,EV
VOLVO,FM13,EV
VOLVO,X RWD,EV
VOLVO,XC40 U,EV
VOLVO,XC60 U,EV
MAZDA,BT-50D,EV
KIA,CARINV,EV
TOYOTA,E6218,EV
KIA,EVA,EV
VOLVO,FMX13,EV
CUPRA,FORMET,EV
TOYOTA,HILX,EV
SMART,HX PRO,EV
SKODA,KAROA,EV
XPENG,MONAM3,EV
ZEEKR,MY24 X,EV
MAZDA,PE5041,EV
NISSAN,PRO4X,EV
AUDI,Q4 E-T,EV
TOYOTA,RAVH H,EV
FORD,TOUENE,EV
FORD,VAN,EV
FORD,WANGER,EV
NISSAN,X,EV
FIAT,B6832,EV
TOYOTA,CHR HR,EV
TOYOTA,HILIUX,EV
TOYOTA,KLUG,EV
FORD,KONA,EV
LDV,MIFFA,EV
VOLVO,MY25 E,EV
VOLVO,MY25 X,EV
MAZDA,PY2255,EV
KIA,SOERNT,EV
AUDI,SQ6 ET,EV
TOYOTA,SR HIL,EV
FIAT,TARINO,EV
SUBARU,ZA2377,EV
TOYOTA,ZST VI,EV
MAZDA,5,EV
TOYOTA,628FD2,EV
MAZDA,B50,EV
VOLVO,BOEBZL,EV
LEXUS,ES300,EV
VOLVO,FMX540,EV
TOYOTA,GR86 1,EV
KIA,MV EV9,EV
LDV,SV7C,EV
LDV,T0,EV
CHERY,T34 OM,EV
LDV,T60 4W,EV
FORD,TR 545,EV
AUDI,TT 45,EV
VOLVO,XC90 U,EV
NISSAN,ZST CO,EV
MAZDA,2 HATC,EV
AUDI,A6 ALL,EV
TOYOTA,BZ4,EV
TOYOTA,BZ4X 2,EV
SUBARU,CR0SST,EV
SUBARU,CROSSS,EV
VOLVO,EC220,EV
VOLVO,EC250,EV
KIA,EV6 EL,EV
VOLVO,FE 280,EV
SKODA,KAMMIQ,EV
TOYOTA,LC76 G,EV
KIA,NIR0,EV
KIA,NIRO S,EV
SKODA,O,EV
FORD,P,EV
KIA,SETLOS,EV
KIA,SLTOS,EV
LEXUS,UX50H,EV
TOYOTA,YAXH 2,EV
NISSAN,Z NISS,EV
AUDI,Q6 E-T,EV
AUDI,Q8 E-T,EV
CHERY,C 5,EV
CHERY,C 5 UL,EV
CHERY,C 5 UR,EV
CHERY,WAGON,EV
FORD,EVRRES,EV
FORD,RANEGR,EV
FORD,RANFER,EV
FORD,YN2SSW,EV
JAECOO,J77 MY,EV
JAECOO,T7 SUM,EV
KGM,SPORTA,EV
KIA,EV 3,EV
KIA,K4 MY2,EV
KIA,PE CAR,EV
KIA,SELTO,EV
KIA,SO,EV
LDV,E DELI,EV
LDV,G 10 P,EV
LEXUS,ES,EV
LEXUS,RZ500,EV
MAZDA,LOVELL,EV
MAZDA,RED,EV
NISSAN,PAT,EV
SKODA,FABIQ,EV
SUBARU,OUTBAK,EV
SUBARU,WRX TS,EV
TOYOTA,1GD578,EV
TOYOTA,8FD18,EV
TOYOTA,A25AS6,EV
TOYOTA,BT 50,EV
TOYOTA,COROL,EV
TOYOTA,CORROL,EV
TOYOTA,CX70,EV
TOYOTA,LC 78,EV
VOLVO,FH780,EV
VOLVO,XC690,EV
TOYOTA,HILUXT,EV
TOYOTA,LANDCC,EV
TOYOTA,TACOMA,EV
TOYOTA,YAR,EV
VOLVO,B0EBZL,EV
VOLVO,B8R EU,EV
VOLVO,CX60,EV
VOLVO,EX90 R,EV
VOLVO,FH550,EV
VOLVO,FHCCAB,EV
VOLVO,FMX460,EV
VOLVO,XC40 B,EV
AUDI,Q4 SPO,EV
AUDI,RS6 GT,EV
CHERY,MY25 T,EV
CHERY,T32,EV
CUPRA,CUPRA,EV
FIAT,TORINO,EV
FORD,MUS,EV
FORD,TUCSON,EV
KGM,SELTOS,EV
KIA,EV3 A,EV
KIA,MQ4,EV
KIA,NQ5,EV
KIA,OVC EV,EV
KIA,PICATO,EV
KIA,PINCAT,EV
KIA,X TRAI,EV
LDV,DELIV7,EV
LDV,DELIV9,EV
LDV,G 10,EV
LDV,STARIA,EV
LEXUS,LX350H,EV
LEXUS,RXH,EV
MAZDA,3B09,EV
MAZDA,CX 5 N,EV
MAZDA,CX90 B,EV
MAZDA,CXX3,EV
MINI,COUNRT,EV
MINI,MINI J,EV
NISSAN,2024,EV
NISSAN,456114,EV
NISSAN,XYT,EV
SKODA,KODIQ,EV
SUBARU,CRSSTR,EV
TESLA,HILUX,EV
TESLA,M3PRF,EV
TESLA,MR RWD,EV
TESLA,MYLR,EV
TESLA,MYRWD,EV
TOYOTA,2ZR3E7,EV
TOYOTA,86 GTS,EV
TOYOTA,CORLAC,EV
TOYOTA,CX60 D,EV
TOYOTA,HHILUX,EV
TOYOTA,LC WOR,EV
TOYOTA,RAV3,EV
TOYOTA,SR5,EV
TOYOTA,SR5 HI,EV
TOYOTA,TRUNDR,EV
VOLVO,EX90 U,EV
VOLVO,IRIZAR,EV
VOLVO,XC90UL,EV
XPENG,P7+,EV
MAZDA,3 HATC,EV
LDV,83B T6,EV
LDV,917 D9,EV
VOLVO,CBUFH1,EV
MAZDA,CX 5 D,EV
MAZDA,CX-30,EV
KIA,EV 9,EV
SKODA,FASBIA,EV
VOLVO,FM11 8,EV
TOYOTA,FORTNE,EV
MINI,JCW HA,EV
TOYOTA,KLGER,EV
TOYOTA,LCMIL,EV
NISSAN,QASQAI,EV
TOYOTA,RAVE 4,EV
AUDI,RS E T,EV
KIA,SG2 NI,EV
TOYOTA,SILVER,EV
LDV,T60 EV,EV
JEEP,WRANGE,EV
KIA,XTRAIL,EV
VOLVO,CBU GL,EV
VOLVO,CBU-FH,EV
SUBARU,F,EV
LDV,G10 2L,EV
LDV,G10 TD,EV
NISSAN,NOTE,EV
MAZDA,PE5038,EV
KIA,RIO ST,EV
AUDI,TTRS,EV
MAZDA,CX-8,EV
VOLVO,L50HS,EV
VOLVO,L90H,EV
LEXUS,RX450E,EV
FORD,SWIFT,EV
MAZDA,2 HB G,EV
MAZDA,2 S G1,EV
TESLA,3,EV
MAZDA,3 Q G2,EV
MAZDA,3 Q6 G,EV
KIA,CERTAT,EV
NISSAN,COUPE,EV
MAZDA,CX30 D,EV
MAZDA,CX5 N,EV
MAZDA,CX5G20,EV
MAZDA,CX60 8,EV
LDV,EDELVI,EV
KIA,EV 6,EV
FORD,EVERRE,EV
VOLVO,EX20,EV
SUBARU,FOIRES,EV
AUDI,GIULIA,EV
TOYOTA,HULUX,EV
VOLVO,L120F,EV
VOLVO,L604,EV
VOLVO,L60E,EV
VOLVO,L90HZ,EV
LDV,MUSSO,EV
NISSAN,NAVARR,EV
MINI,OUTLAN,EV
NISSAN,PATRO,EV
TOYOTA,RQV4,EV
KIA,SELTOC,EV
AUDI,SQ8 ET,EV
TOYOTA,WHITE,EV
JEEP,WRAGLE,EV
KIA,YBW ST,EV
SUBARU,YW6032,EV
NISSAN,Z34 Z,EV
AUDI,A8,EV
AUDI,S3 SPO,EV
CHERY,BX T34,EV
CHERY,EX T34,EV
CHERY,ONODA,EV
FIAT,695 CO,EV
FORD,EVER,EV
FORD,F150 P,EV
FORD,JOLION,EV
FORD,MSTANG,EV
FORD,SUNCAM,EV
KIA,QASHQA,EV
KIA,RIO SP,EV
KIA,SOREN,EV
KIA,SORRET,EV
KIA,SP0RTA,EV
KIA,SPTAGE,EV
KIA,STONC,EV
LDV,G10+CA,EV
MAZDA,2 PURE,EV
MAZDA,6 TOUR,EV
MAZDA,BT050,EV
MAZDA,CX 3 M,EV
MAZDA,CX8 TO,EV
MAZDA,M3 TOU,EV
MAZDA,MX 30,EV
MINI,ASX,EV
NISSAN,Z34 CO,EV
SKODA,OCATVI,EV
SUBARU,2023,EV
SUBARU,OUBAC,EV
SUBARU,WRX SP,EV
TESLA,MY PER,EV
TOYOTA,1GD915,EV
TOYOTA,8FD50N,EV
TOYOTA,8FG40N,EV
TOYOTA,CHR  K,EV
TOYOTA,LANDDC,EV
TOYOTA,LC GRS,EV
TOYOTA,LC ZX,EV
TOYOTA,RAB4,EV
TOYOTA,RAVR H,EV
TOYOTA,T ROC,EV
VOLVO,,EV
VOLVO,796920,EV
VOLVO,BZL,EV
VOLVO,FM54O,EV
AUDI,A1 SPO,EV
AUDI,S5 AVA,EV
CHERY,2025,EV
CHERY,MY25 U,EV
DEEPAL,SO7,EV
FIAT,C 7464,EV
GEELY,INSPRE,EV
JAECOO,MY25 8,EV
KIA,EV4 GT,EV
KIA,K4 GTL,EV
KIA,SETOS,EV
LDV,7 LWB,EV
LDV,D90D90,EV
LDV,DEIVER,EV
LEXUS,NH450H,EV
MAZDA,C30F,EV
MAZDA,CX3 GT,EV
MINI,COUPER,EV
NISSAN,NAVAA,EV
NISSAN,PATTOL,EV
SMART,1 BRAB,EV
SMART,1 RPO,EV
SMART,HX11,EV
TOYOTA,1GD172,EV
TOYOTA,79 SER,EV
TOYOTA,CAROLA,EV
TOYOTA,CORALL,EV
TOYOTA,CROSS,EV
TOYOTA,FORTUR,EV
TOYOTA,LC70 V,EV
TOYOTA,LMIL 7,EV
TOYOTA,OUTLAN,EV
TOYOTA,PR,EV
TOYOTA,RAV GX,EV
TOYOTA,TASMAN,EV
VOLVO,E40,EV
VOLVO,L90H2,EV
VOLVO,X40,EV
AUDI,CWG 21,EV
AUDI,CZDC76,EV
AUDI,RS4 AV,EV
FORD,ESCPAE,EV
FORD,F250 L,EV
FORD,FALCON,EV
FORD,RANGET,EV
FORD,SANTA,EV
KIA,CK STI,EV
KIA,G4LCPS,EV
LDV,G10 BN,EV
LEXUS,EX350H,EV
LEXUS,G10,EV
LEXUS,LC500H,EV
LEXUS,LEXUS,EV
LEXUS,LX50D,EV
MAZDA,600TAS,EV
MAZDA,BT5O,EV
MAZDA,CX3W,EV
MAZDA,NT50,EV
MAZDA,TUCSON,EV
MAZDA,XT,EV
MINI,JWC,EV
NISSAN,QASHQI,EV
NISSAN,TIID06,EV
NISSAN,Z Z PR,EV
SKODA,KARO,EV
SUBARU,BRZ CO,EV
SUBARU,OIUTBA,EV
TESLA,2023,EV
TOYOTA,328FG3,EV
TOYOTA,DMAX,EV
TOYOTA,GXL,EV
TOYOTA,KLKUGE,EV
TOYOTA,PRDAO,EV
VOLVO,FM300,EV
VOLVO,FM330,EV
AUDI,RS 6,EV
CHERY,CHERY,EV
CHERY,EV5,EV
CHERY,MY24 T,EV
CHERY,TIGOO,EV
FORD,TANK 3,EV
JEEP,RENEGA,EV
JEEP,RUBICO,EV
JEEP,WRAN99,EV
KIA,2025,EV
KIA,EX5,EV
KIA,G4LASP,EV
KIA,KA GT,EV
KIA,SORE,EV
KIA,TASAMA,EV
LDV,DL7 LW,EV
LDV,VAN DI,EV
LEXUS,LBX 2W,EV
LEXUS,NZ450H,EV
MAZDA,CX-60A,EV
MAZDA,CX70 A,EV
MAZDA,MX 5 R,EV
NISSAN,T33,EV
NISSAN,Y62 P,EV
SKODA,PAJERO,EV
TOYOTA,DC SR5,EV
TOYOTA,F33A01,EV
TOYOTA,RAB 4,EV
VOLVO,FH 600,EV
VOLVO,FM 500,EV
SMART,1PREMI,EV
MAZDA,300,EV
TOYOTA,AOROLL,EV
SUBARU,BRZ TS,EV
MAZDA,CX6060,EV
TOYOTA,CYBERS,EV
VOLVO,FH650,EV
SMART,HC,EV
SMART,HX,EV
FORD,LIGHTN,EV
LEXUS,LX550D,EV
MAZDA,PY1116,EV
AUDI,RS 4 A,EV
AUDI,RS 5,EV
KIA,SERENT,EV
SKODA,SUJPER,EV
CHERY,T31 TI,EV
KIA,TANK 3,EV
FORD,TREMOR,EV
VOLVO,XC60 B,EV
TOYOTA,CRW SP,EV
VOLVO,EX40 B,EV
VOLVO,MY25 V,EV
VOLVO,OMNIBU,EV
MAZDA,CX-80,EV
MAZDA,CX5 G,EV
VOLVO,FE 320,EV
VOLVO,FMX450,EV
LDV,LSH14J,EV
KIA,MUSSO,EV
AUDI,QA,EV
FORD,SDUTY,EV
MAZDA,TOURIN,EV
FORD,TRANIT,EV
TOYOTA,VITZ,EV
NISSAN,XTR,EV
TOYOTA,79 LAN,EV
JAECOO,7TRACK,EV
TOYOTA,85GK25,EV
TOYOTA,8FGK25,EV
TOYOTA,CHR  H,EV
TOYOTA,COLROL,EV
LDV,D90 MO,EV
LDV,DL7 SW,EV
SUBARU,DMAX,EV
FIAT,EMU RV,EV
MAZDA,H6 ULT,EV
MAZDA,JOLION,EV
KIA,KA,EV
NISSAN,NVARA,EV
CHERY,OMADA5,EV
NISSAN,PJ02A2,EV
TOYOTA,RAC4 E,EV
TOYOTA,RANGER,EV
TOYOTA,RAV HY,EV
NISSAN,SCAR90,EV
KIA,STORTA,EV
TOYOTA,TARIS,EV
FORD,VENUE,EV
CHERY,ZS HEV,EV
NISSAN,,EV
ZEEKR,009 6,EV
SMART,1 PREM,EV
SMART,1 PRO,EV
LDV,1500 L,EV
LEXUS,1ZA8MV,EV
ZEEKR,7X RWD,EV
TOYOTA,8FGK20,EV
DENZA,B5L,EV
MINI,COOPE,EV
MAZDA,CX30 A,EV
MAZDA,CX30 V,EV
FIAT,DUCATI,EV
LEXUS,ENX250,EV
KIA,EV4 AI,EV
KIA,EV5 OV,EV
VOLVO,EX30CC,EV
SUBARU,FOEEST,EV
SUBARU,FORETS,EV
SKODA,MODIAQ,EV
SUBARU,MY26 C,EV
SUBARU,MY26 F,EV
AUDI,Q6E-TR,EV
AUDI,R7 SPO,EV
SUBARU,SPORT,EV
CHERY,T8 ULT,EV
CHERY,TI,EV
XPENG,XPENG,EV
KIA,2026,EV
ZEEKR,7X LON,EV
ZEEKR,7X PER,EV
TOYOTA,8FG4ON,EV
TOYOTA,A25AX0,EV
AUDI,A3 SPO,EV
GAC,AION U,EV
FORD,ATTO 2,EV
VOLVO,B13R E,EV
TOYOTA,C HR A,EV
CHERY,C5 OMO,EV
SUBARU,CEROSS,EV
TOYOTA,CH R G,EV
TOYOTA,CMARY,EV
VOLVO,CX90,EV
FORD,ERVERE,EV
KIA,EV4 CT,EV
KIA,EV4 EA,EV
MAZDA,EV60,EV
FORD,EVERER,EV
LEXUS,GX50,EV
TOYOTA,HILX D,EV
TOYOTA,HIUX S,EV
FIAT,IND600,EV
CHERY,J5,EV
JAECOO,J5  SU,EV
CHERY,J5  SU,EV
JAECOO,J54 BE,EV
SKODA,KARIQ,EV
LEXUS,L5500H,EV
NISSAN,LEEAF,EV
CHERY,MG U9,EV
TESLA,MYL LR,EV
NISSAN,NISSAN,EV
MAZDA,PY3163,EV
AUDI,Q4ETRO,EV
TOYOTA,RAVH C,EV
TOYOTA,RAVH G,EV
LEXUS,RZ500E,EV
LEXUS,RZ550E,EV
FORD,SEALIO,EV
KIA,SELTS,EV
SKODA,TIGGO,EV
FORD,TOUARE,EV
FORD,TRASNI,EV
FIAT,V 6442,EV
NISSAN,XT,EV
